"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2015', 'Quantity')","('May 2015', 'CIF (Baht)')","('Jan - May 2015', 'Quantity')","('Jan - May 2015', 'CIF (Baht)')"
BR,BRAZIL,314,210008,643,635047
CN,CHINA,11200,973781,14250,1253302
FR,FRANCE,59964,3039021,139585,8058420
DE,GERMANY,1050,150762,2103,332385
JP,JAPAN,44145,3266260,183491,13891395
KR,"KOREA,REPUBLIC OF",107670,5898305,784450,47982595
MY,MALAYSIA,100,4327,100,4327
RU,RUSSIAN FEDERATION,0,0,11250,2465999
SG,SINGAPORE,442,360127,442,360127
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1025,103231
TH,THAILAND,0,0,4975,567198
US,UNITED STATES,3538,794925,3977,1036834
SUM,SUM,228423,14697516,1146291,76690860
