"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2020', 'Quantity')","('Apr 2020', 'CIF (Baht)')","('Jan - Apr 2020', 'Quantity')","('Jan - Apr 2020', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1001,112761
BE,BELGIUM,1313,304026,81223,3520410
BR,BRAZIL,704400,38682581,3787375,189730977
CN,CHINA,178693,7280546,411063,15833456
FI,FINLAND,99000,5523117,272250,14742672
FR,FRANCE,8710,3699800,21085,4609279
DE,GERMANY,409100,25580438,1493498,89293014
HK,HONG KONG,0,0,336,30521
HU,HUNGARY,0,0,13050,738665
IN,INDIA,0,0,2057,175857
ID,INDONESIA,4500,1359367,14500,5515698
IE,IRELAND,0,4067,0,4067
IL,ISRAEL,0,0,12300,984234
IT,ITALY,0,0,8084,2815124
JP,JAPAN,242874,17160522,917625,66936501
KR,"KOREA,REPUBLIC OF",248018,10729856,1061834,45633399
KW,KUWAIT,346500,9779168,1658300,44444973
LU,LUXEMBOURG,0,0,46250,5536746
MY,MALAYSIA,5634829,173933983,20895904,641157557
MM,MYANMAR,0,0,1,66
NL,NETHERLANDS,256790,13856347,1409960,77777792
NZ,NEW ZEALAND,0,0,0,252
NO,NORWAY,0,0,138900,6802342
PT,PORTUGAL,0,0,100,59370
QA,QATAR,790500,24093691,4054500,118752971
SA,SAUDI ARABIA,3563825,106071494,13550930,392658344
SG,SINGAPORE,2464450,83206133,9197975,301371518
CH,SWITZERLAND,0,0,780,170156
TW,"TAIWAN, PROVINCE OF CHINA",16025,1285216,33275,2722206
TH,THAILAND,1220,33158,1220,33158
AE,UNITED ARAB EMIRATES,24750,669272,1040804,28965434
GB,UNITED KINGDOM,0,0,61103,4841797
US,UNITED STATES,438378,14390289,2845089,92441177
VN,VIETNAM,12000,1574962,56580,3709638
SUM,SUM,15445875,539218033,63088952,2162122132
