"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2017', 'Quantity')","('Apr 2017', 'CIF (Baht)')","('Jan - Apr 2017', 'Quantity')","('Jan - Apr 2017', 'CIF (Baht)')"
CN,CHINA,1475,154514,29085,2819331
DE,GERMANY,0,0,400,14496
HK,HONG KONG,615,43950,615,43950
JP,JAPAN,163000,12494900,771200,58746072
KR,"KOREA,REPUBLIC OF",44000,2611911,154000,9484968
MY,MALAYSIA,0,0,10000,649298
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,1064361
AE,UNITED ARAB EMIRATES,26000,1193866,78000,3587184
US,UNITED STATES,161431,10157162,161431,10157162
VN,VIETNAM,33750,2144875,168750,10745310
SUM,SUM,430271,28801178,1384481,97312132
