"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'CIF (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,16000,711320
BE,BELGIUM,231940,14161799,543480,32701478
BR,BRAZIL,203500,19247296,1214900,111787694
CA,CANADA,11000,676836,14742,1153123
CN,CHINA,78611,4155187,174544,10361485
CZ,CZECH REPUBLIC,0,0,1,806
FR,FRANCE,231200,15419525,256200,17124417
DE,GERMANY,13103,5417254,50413,25950291
GH,GHANA,100,91758,100,91758
IN,INDIA,2500,122075,2500,122075
ID,INDONESIA,96000,4143190,98025,4387848
IT,ITALY,349880,22962391,1453555,93909989
JP,JAPAN,971532,67128187,2941754,187243172
KR,"KOREA,REPUBLIC OF",599525,25900205,2160325,94917031
KW,KUWAIT,297000,12287246,693000,29019938
MY,MALAYSIA,1119500,47647541,2099525,89147552
NL,NETHERLANDS,2000,369474,2000,369474
OM,OMAN,0,0,643500,27168813
QA,QATAR,1360800,57047357,4260240,183514128
SA,SAUDI ARABIA,685550,28297370,2285380,96549507
SG,SINGAPORE,1963025,86385778,4201225,186219993
TW,"TAIWAN, PROVINCE OF CHINA",304400,15844595,502301,26413725
AE,UNITED ARAB EMIRATES,594000,26017222,1139875,51685352
US,UNITED STATES,1286571,74573947,3922725,220074082
VN,VIETNAM,200,8812,200,8812
SUM,SUM,10401937,527905045,28676510,1490633863
