"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2022', 'Quantity')","('Aug 2022', 'CIF (Baht)')","('Jan - Aug 2022', 'Quantity')","('Jan - Aug 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,2,7858
BE,BELGIUM,0,0,72000,9906906
CA,CANADA,0,0,22000,1347090
CN,CHINA,316,22203,531168,47529969
FI,FINLAND,0,0,275550,18747582
FR,FRANCE,0,0,2554,312095
DE,GERMANY,0,0,20600,1996455
IT,ITALY,0,0,2750,1428277
JP,JAPAN,2002,513786,18176,2439395
KR,"KOREA,REPUBLIC OF",138000,14156502,1473900,128155507
SG,SINGAPORE,0,0,2725,1195321
SE,SWEDEN,0,0,28000,4116718
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,254
AE,UNITED ARAB EMIRATES,0,0,647200,41152493
GB,UNITED KINGDOM,32700,4115328,76600,9443260
US,UNITED STATES,92152,12658471,1181422,114352726
VN,VIETNAM,0,0,171100,10618834
SUM,SUM,265170,31466290,4525748,392750740
