"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2021', 'Quantity')","('Feb 2021', 'CIF (Baht)')","('Jan - Feb 2021', 'Quantity')","('Jan - Feb 2021', 'CIF (Baht)')"
AT,AUSTRIA,11000,830011,12153,1204084
CN,CHINA,1430700,71600250,2552660,132936632
DE,GERMANY,19192,2088138,28192,2963928
IN,INDIA,217000,6671630,299950,8855469
ID,INDONESIA,37705,2557442,67705,4912716
IT,ITALY,600,120800,2600,261425
JP,JAPAN,847243,52865519,1304229,88907699
KR,"KOREA,REPUBLIC OF",1403067,56041113,2515367,103328177
MY,MALAYSIA,41473,5279650,101473,12963377
NL,NETHERLANDS,49500,3854569,99000,7715562
OM,OMAN,396000,12915793,643500,20540505
SA,SAUDI ARABIA,740000,27735324,2205500,79510511
SG,SINGAPORE,524270,26570047,1386320,63536503
ZA,SOUTH AFRICA,0,0,544500,17554047
TW,"TAIWAN, PROVINCE OF CHINA",270204,13385502,579415,26995834
AE,UNITED ARAB EMIRATES,892375,33369972,1817600,66415294
US,UNITED STATES,82356,1350570,183981,4827246
VN,VIETNAM,4775,411739,4825,417468
SUM,SUM,6967460,317648069,14348970,643846477
