"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'CIF (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'CIF (Baht)')"
AU,AUSTRALIA,1250,187086,130650,4772004
BE,BELGIUM,116345,7765451,871645,58497467
CN,CHINA,34800,2089719,482276,24085503
DK,DENMARK,0,0,0,8101
FI,FINLAND,0,0,24750,1597401
FR,FRANCE,0,0,35750,2497712
DE,GERMANY,2073,489347,25697,24009241
GT,GUATEMALA,0,0,25,36357
IN,INDIA,4000,379309,4056,389257
ID,INDONESIA,0,0,60175,3185400
IT,ITALY,0,0,50,25398
JP,JAPAN,1161105,76444085,10486058,673782507
KR,"KOREA,REPUBLIC OF",25,3807,203715,11407506
KW,KUWAIT,445500,22760015,4182750,210701551
MY,MALAYSIA,792100,42986682,4185837,227726066
NL,NETHERLANDS,50,27046,50,27046
NZ,NEW ZEALAND,0,0,50,27779
PE,PERU,0,0,140,83570
QA,QATAR,896980,47393592,9719560,517303019
SA,SAUDI ARABIA,3216880,166796539,19222640,984876352
SG,SINGAPORE,1512370,80660893,9186160,485650471
SE,SWEDEN,0,0,11000,852495
TW,"TAIWAN, PROVINCE OF CHINA",21000,472181,85455,2500731
TH,THAILAND,0,0,45,105224
AE,UNITED ARAB EMIRATES,594000,31434467,4892250,251313498
GB,UNITED KINGDOM,0,0,260,78044
US,UNITED STATES,12345,1420309,1277338,75100950
SUM,SUM,8810823,481310528,65088382,3560640650
