"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'CIF (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,16250,919580
BE,BELGIUM,0,0,63500,6291022
BR,BRAZIL,0,0,18387,2640137
CA,CANADA,0,0,16000,2598812
CN,CHINA,101472,11350549,360122,38953022
FR,FRANCE,400,62408,12090,3640116
DE,GERMANY,801,374409,18066,2298310
HK,HONG KONG,2500,172782,35825,2933513
IN,INDIA,0,0,500,40596
ID,INDONESIA,3683,308291,30433,2997881
IT,ITALY,0,0,5500,651040
JP,JAPAN,1570237,98951888,6223354,407978407
KR,"KOREA,REPUBLIC OF",646500,33824819,3342100,166515415
LU,LUXEMBOURG,0,0,400,182004
MY,MALAYSIA,183000,8491470,365375,17112491
NL,NETHERLANDS,330000,22064394,579750,38276820
NZ,NEW ZEALAND,0,0,80,12140
SA,SAUDI ARABIA,148500,6611389,965250,44466036
SG,SINGAPORE,4819600,242209672,20441150,1020339444
TW,"TAIWAN, PROVINCE OF CHINA",118020,6269203,1207974,66572348
TH,THAILAND,0,0,17000,820856
AE,UNITED ARAB EMIRATES,57900,2555493,255900,11550827
GB,UNITED KINGDOM,0,0,30000,2787657
US,UNITED STATES,54875,3812929,191075,14533226
VN,VIETNAM,16000,1466368,48000,6963672
SUM,SUM,8053488,438526064,34244081,1862075372
