"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2015', 'Quantity')","('Aug 2015', 'CIF (Baht)')","('Jan - Aug 2015', 'Quantity')","('Jan - Aug 2015', 'CIF (Baht)')"
AU,AUSTRALIA,80,6198,80,6198
BE,BELGIUM,173250,9549294,618816,31166791
CN,CHINA,54054,4329550,672068,47333511
FR,FRANCE,1,1633,1,1633
DE,GERMANY,0,0,200,8731
ID,INDONESIA,16550,1595567,162135,13605240
IL,ISRAEL,0,0,12066,1059075
JP,JAPAN,804345,49103909,5372229,307875262
KR,"KOREA,REPUBLIC OF",44400,2305500,329275,16789434
KW,KUWAIT,148500,6937156,1163250,48969300
MY,MALAYSIA,1278500,64272645,12699910,573063819
NL,NETHERLANDS,0,0,148500,7536184
PH,PHILIPPINES,46750,2167742,70125,3165769
QA,QATAR,102000,4659028,1428000,60990253
SA,SAUDI ARABIA,2277000,106086388,18909000,810838761
SG,SINGAPORE,437000,21084668,1847460,88730954
ES,SPAIN,74250,4038628,315000,17601234
TW,"TAIWAN, PROVINCE OF CHINA",117500,5657711,129500,7034651
TH,THAILAND,0,0,25,4101
AE,UNITED ARAB EMIRATES,420750,19114405,4157800,175340406
US,UNITED STATES,147986,11911167,939662,67613471
VN,VIETNAM,50,8856,79,12626
SUM,SUM,6142966,312830045,48975181,2278747404
