"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'CIF (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,18880,446987
AT,AUSTRIA,0,0,1760,561480
BE,BELGIUM,116480,10985135,260255,23297434
BR,BRAZIL,0,0,300,64633
CA,CANADA,9500,2053999,11160,2583405
CN,CHINA,374707,14415054,2283393,98032159
FR,FRANCE,0,0,57807,5331574
DE,GERMANY,34880,3061724,90541,8731875
HK,HONG KONG,0,16748,0,28038
IN,INDIA,2004,370242,114244,5689714
ID,INDONESIA,0,0,440,20954
IT,ITALY,2875,464524,13325,3854245
JP,JAPAN,398138,44054068,1453205,179508627
KR,"KOREA,REPUBLIC OF",284700,14281792,1472102,73247144
LU,LUXEMBOURG,175,38999,175,38999
MY,MALAYSIA,80403,4790767,301638,18110789
NL,NETHERLANDS,0,0,45,61494
NZ,NEW ZEALAND,0,0,250,17740
QA,QATAR,0,0,1708550,71504662
SA,SAUDI ARABIA,49500,2067880,726475,32318425
SG,SINGAPORE,1830698,91185103,10390557,513025817
ZA,SOUTH AFRICA,0,0,0,16076
ES,SPAIN,0,0,42075,3638468
CH,SWITZERLAND,90,34905,93,46580
TW,"TAIWAN, PROVINCE OF CHINA",23116,6176881,228207,19286310
TH,THAILAND,19800,1029858,25900,1557132
TT,TRINIDAD AND TOBAGO,17277,208771,17277,208771
UA,UKRAINE,0,0,24400,1118207
AE,UNITED ARAB EMIRATES,298250,12825425,1112760,47601667
GB,UNITED KINGDOM,600,152048,6900,1852525
US,UNITED STATES,194254,26883877,1187819,154985997
VN,VIETNAM,0,0,146,28977
SUM,SUM,3737447,235097800,21550679,1266816905
