"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2021', 'Quantity')","('Feb 2021', 'CIF (Baht)')","('Jan - Feb 2021', 'Quantity')","('Jan - Feb 2021', 'CIF (Baht)')"
BE,BELGIUM,61913,2421582,94913,4020353
CN,CHINA,69243,3660929,146354,6582236
FR,FRANCE,49500,2763935,49500,2763935
IT,ITALY,0,0,29100,2579980
JP,JAPAN,493583,30055425,675478,38094935
KR,"KOREA,REPUBLIC OF",2202960,145130060,4113260,260286076
MY,MALAYSIA,41091,3625576,66061,5704762
PT,PORTUGAL,0,0,19872,2215192
SA,SAUDI ARABIA,49500,3212141,49500,3212141
SG,SINGAPORE,0,0,6550,207924
ES,SPAIN,3,1491,3,1491
TW,"TAIWAN, PROVINCE OF CHINA",421600,30484621,864650,61077160
US,UNITED STATES,30650,1870301,115155,6088254
SUM,SUM,3420043,223226061,6230396,392834439
