"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'CIF (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'CIF (Baht)')"
BE,BELGIUM,0,0,72000,9906906
CN,CHINA,193900,15216275,368852,31432560
FI,FINLAND,0,0,176550,10699288
FR,FRANCE,0,0,2554,312095
DE,GERMANY,0,0,20600,1996455
IT,ITALY,0,0,2750,1428277
JP,JAPAN,0,0,16068,1845864
KR,"KOREA,REPUBLIC OF",102500,9977041,843900,66174806
SG,SINGAPORE,0,0,2725,1195321
SE,SWEDEN,0,0,28000,4116718
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,254
AE,UNITED ARAB EMIRATES,91400,5633817,266800,17517927
GB,UNITED KINGDOM,100,42895,20500,1952063
US,UNITED STATES,41911,7073062,713117,64589357
VN,VIETNAM,0,0,171100,10618834
SUM,SUM,429811,37943090,2705517,223786725
