"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2015', 'Quantity')","('Oct 2015', 'CIF (Baht)')","('Jan - Oct 2015', 'Quantity')","('Jan - Oct 2015', 'CIF (Baht)')"
BR,BRAZIL,0,0,26,13519
CN,CHINA,27,298511,60,309278
DE,GERMANY,0,0,87,56556
JP,JAPAN,100,64305,10794,1752265
KR,"KOREA,REPUBLIC OF",0,0,52500,2515865
MY,MALAYSIA,16500,731139,82500,3987035
SA,SAUDI ARABIA,214500,9408655,1055000,46268539
SG,SINGAPORE,198000,8645279,198000,8645279
ES,SPAIN,24750,1203705,222750,9096987
AE,UNITED ARAB EMIRATES,0,0,148500,6995429
SUM,SUM,453877,20351594,1770217,79640752
