"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2012', 'Quantity')","('Jan 2012', 'CIF (Baht)')","('Jan - Jan 2012', 'Quantity')","('Jan - Jan 2012', 'CIF (Baht)')"
BE,BELGIUM,299585,17041020,299585,17041020
CN,CHINA,63000,2524874,63000,2524874
FR,FRANCE,4125,492709,4125,492709
DE,GERMANY,40500,2823469,40500,2823469
ID,INDONESIA,247500,10896650,247500,10896650
JP,JAPAN,1176861,76376768,1176861,76376768
KW,KUWAIT,420750,17185173,420750,17185173
MY,MALAYSIA,105000,4455598,105000,4455598
NL,NETHERLANDS,600,189579,600,189579
QA,QATAR,2967172,130131670,2967172,130131670
SA,SAUDI ARABIA,1138500,47861038,1138500,47861038
SG,SINGAPORE,2118380,91193544,2118380,91193544
AE,UNITED ARAB EMIRATES,3072651,125615711,3072651,125615711
US,UNITED STATES,54600,3172989,54600,3172989
SUM,SUM,11709224,529960792,11709224,529960792
