"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2019', 'Quantity')","('Aug 2019', 'CIF (Baht)')","('Jan - Aug 2019', 'Quantity')","('Jan - Aug 2019', 'CIF (Baht)')"
AU,AUSTRALIA,499,124784,32793,1795265
BD,BANGLADESH,0,0,350,65462
BE,BELGIUM,69225,4247411,466800,24504689
CA,CANADA,0,0,39132,3394645
CN,CHINA,132947,7128179,1996410,82675401
FR,FRANCE,24750,1126477,24750,1126477
DE,GERMANY,0,0,42,31079
HK,HONG KONG,2,914,53,13907
IN,INDIA,2400,3970595,11275,21007811
IT,ITALY,63100,6772040,283080,24162909
JP,JAPAN,224435,12709056,1536490,94359169
KR,"KOREA,REPUBLIC OF",1762400,82694239,11467822,562997521
MY,MALAYSIA,32050,2906533,267689,20275717
PT,PORTUGAL,11124,1262841,25732,2875070
SA,SAUDI ARABIA,445500,18437869,2499750,100734771
SG,SINGAPORE,240000,12273935,1266975,65735881
ES,SPAIN,20,10036,25,22371
TW,"TAIWAN, PROVINCE OF CHINA",1105950,55199157,5737789,283276423
GB,UNITED KINGDOM,0,0,5430,443321
US,UNITED STATES,89978,6130656,644301,49244822
VN,VIETNAM,19720,801471,43360,1423023
SUM,SUM,4224100,215796193,26350048,1340165734
