"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
CN,CHINA,3000,291195,38348,2750406
DE,GERMANY,0,0,2850,358140
ID,INDONESIA,0,0,25,4938
JP,JAPAN,3000,257405,280820,23360955
KR,"KOREA,REPUBLIC OF",0,0,3,2000
MY,MALAYSIA,48000,2247243,136000,6703105
NL,NETHERLANDS,0,0,75600,3578414
SA,SAUDI ARABIA,72000,3098588,1256250,55976765
SG,SINGAPORE,531000,33461291,6318300,416560413
ES,SPAIN,0,0,40,20170
TH,THAILAND,0,0,100,29624
AE,UNITED ARAB EMIRATES,500,21478,905300,36696103
US,UNITED STATES,100,5766,902128,75510511
SUM,SUM,657600,39382966,9915764,621551544
