"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2016', 'Quantity')","('Dec 2016', 'CIF (Baht)')","('Jan - Dec 2016', 'Quantity')","('Jan - Dec 2016', 'CIF (Baht)')"
BE,BELGIUM,9300,1148417,18800,2328456
CN,CHINA,0,0,36,24424
CZ,CZECH REPUBLIC,0,0,4,3061
FR,FRANCE,500,99618,3500,709301
DE,GERMANY,0,0,11,8091
HK,HONG KONG,0,0,212,79791
ID,INDONESIA,0,0,400,115024
IT,ITALY,0,0,13,6236
JP,JAPAN,9750,1758642,161257,27838728
KR,"KOREA,REPUBLIC OF",0,0,192018,6756065
MY,MALAYSIA,3000,318347,16000,1576600
QA,QATAR,16500,718425,198000,8208352
SG,SINGAPORE,0,0,50,10086
AE,UNITED ARAB EMIRATES,0,0,24750,957851
US,UNITED STATES,117,95400,135,144358
SUM,SUM,39167,4138849,615186,48766424
