"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
CN,CHINA,19110,1534404,117435,9974078
DE,GERMANY,300000,18220980,430000,25685955
IT,ITALY,0,0,200,20166
JP,JAPAN,0,0,1716050,129663972
KR,"KOREA,REPUBLIC OF",32700,1976994,1845050,106243060
MY,MALAYSIA,0,0,40000,2391984
SE,SWEDEN,0,0,20000,1466597
AE,UNITED ARAB EMIRATES,105000,5361450,2896886,148345597
GB,UNITED KINGDOM,0,0,150,8696
US,UNITED STATES,471813,27615689,3288906,177128680
VN,VIETNAM,17775,1062086,384911,22328366
SUM,SUM,946398,55771603,10739588,623257151
