"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'CIF (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,4,6747
BR,BRAZIL,1314,386432,4202,1493677
CN,CHINA,0,0,13184,1308871
FR,FRANCE,540,121478,43112,4594293
DE,GERMANY,1325,257069,17827,5518900
JP,JAPAN,38900,3009491,441922,34514827
KR,"KOREA,REPUBLIC OF",115930,8706181,1248558,96852657
NL,NETHERLANDS,0,0,1,30714
RU,RUSSIAN FEDERATION,0,0,6750,1469879
SG,SINGAPORE,0,0,360,40061
TW,"TAIWAN, PROVINCE OF CHINA",2000,180530,8000,724052
GB,UNITED KINGDOM,0,0,180,55998
US,UNITED STATES,0,0,887,193008
SUM,SUM,160009,12661181,1784987,146803684
