"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'CIF (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,950,426016
AT,AUSTRIA,430,221216,63925,8586580
BE,BELGIUM,0,0,7,1097
BN,BRUNEI DARUSSALAM,0,0,1,300
CN,CHINA,705276,44508453,17514334,926422978
DK,DENMARK,0,0,1,1887
FI,FINLAND,0,0,0,400
FR,FRANCE,1375,438983,4841,1052026
DE,GERMANY,60810,9717975,183534,25212714
HK,HONG KONG,11,5328,179,71437
IN,INDIA,194819,8287287,945407,38489232
ID,INDONESIA,23751,2434594,306001,33846099
IT,ITALY,0,0,5050,536154
JP,JAPAN,538038,44052941,6328869,461101071
KR,"KOREA,REPUBLIC OF",735825,39140582,9061611,500744326
LV,LATVIA,0,0,1000,118306
LT,LITHUANIA,0,0,946,145739
MY,MALAYSIA,40425,9861906,840343,71578464
MX,MEXICO,0,0,2055,1370964
NL,NETHERLANDS,49500,5642789,445600,48941658
NZ,NEW ZEALAND,5000,432963,8100,809020
OM,OMAN,990000,35196004,3935250,164253418
PH,PHILIPPINES,0,0,100,19978
SA,SAUDI ARABIA,1888630,72828750,17481095,779614439
SG,SINGAPORE,787601,35374241,5784688,287294382
ZA,SOUTH AFRICA,24,5584,24774,1138957
CH,SWITZERLAND,0,0,100,38234
TW,"TAIWAN, PROVINCE OF CHINA",75359,6587587,488831,42352416
TH,THAILAND,0,166,300,42342
AE,UNITED ARAB EMIRATES,897350,33655480,9630601,422167409
GB,UNITED KINGDOM,3,4165,36,70331
US,UNITED STATES,11330,1877216,71209,17976772
VN,VIETNAM,394425,15618686,1834685,72390061
SUM,SUM,7399982,365892896,74964423,3906815207
