"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2014', 'Quantity')","('Nov 2014', 'CIF (Baht)')","('Jan - Nov 2014', 'Quantity')","('Jan - Nov 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,19000,2138734
CN,CHINA,0,0,25225,1701374
HK,HONG KONG,0,0,0,27700
ID,INDONESIA,255,4139,255,4139
JP,JAPAN,19100,2844316,373158,52670337
KR,"KOREA,REPUBLIC OF",0,0,372105,16699405
MY,MALAYSIA,0,0,16000,1498771
NL,NETHERLANDS,0,0,10,4598
QA,QATAR,0,0,82500,4349859
SA,SAUDI ARABIA,0,0,300,33628
SG,SINGAPORE,5000,310090,22494,1548661
ES,SPAIN,0,0,83,49136
TW,"TAIWAN, PROVINCE OF CHINA",0,0,105700,7494335
US,UNITED STATES,0,0,8,6842
SUM,SUM,24355,3158545,1016838,88227519
