"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2016', 'Quantity')","('Apr 2016', 'CIF (Baht)')","('Jan - Apr 2016', 'Quantity')","('Jan - Apr 2016', 'CIF (Baht)')"
AU,AUSTRALIA,1672,530712,4172,1502547
AT,AUSTRIA,0,0,1375,36280
BE,BELGIUM,0,0,110751,10025156
BR,BRAZIL,1800,125833,2250,278357
KH,CAMBODIA,0,0,5,1814
CN,CHINA,45663,4030290,146792,12958467
FI,FINLAND,99200,4714023,371450,18529469
FR,FRANCE,0,0,0,2136
DE,GERMANY,94219,6141444,1013904,68120915
HK,HONG KONG,0,0,100,23302
IN,INDIA,0,0,1957,475613
ID,INDONESIA,2020,361414,63030,4629954
JP,JAPAN,253364,19786101,1246834,86419502
KR,"KOREA,REPUBLIC OF",296600,15768458,1187137,66943903
KW,KUWAIT,198000,7513178,1237500,50050137
MY,MALAYSIA,3071494,128184855,13602612,568641501
NL,NETHERLANDS,145530,7870990,879670,50303401
NZ,NEW ZEALAND,0,0,1,6929
PH,PHILIPPINES,9,2473,9,2473
PL,POLAND,0,0,8003,1324547
QA,QATAR,255000,9945768,2343500,94416436
SA,SAUDI ARABIA,2371151,94059388,11127438,445164023
SG,SINGAPORE,2536535,113154598,10247815,458704990
ES,SPAIN,0,0,11500,974472
SE,SWEDEN,1375,79648,1375,79648
TW,"TAIWAN, PROVINCE OF CHINA",1050,198252,12550,2293877
TH,THAILAND,0,0,935,89016
AE,UNITED ARAB EMIRATES,198000,7986163,600237,24105065
GB,UNITED KINGDOM,3000,644355,5024,1164782
US,UNITED STATES,127036,11883577,397256,35012404
VN,VIETNAM,4050,548635,14050,1979756
SUM,SUM,9706768,433530155,44639232,2004260872
