"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'CIF (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'CIF (Baht)')"
CN,CHINA,17000,1664067,576125,55595096
FI,FINLAND,0,0,3750,423933
JP,JAPAN,316000,17817788,2205390,145794871
KR,"KOREA,REPUBLIC OF",78000,5080906,1972600,125716702
MY,MALAYSIA,10000,648460,190000,11751217
SA,SAUDI ARABIA,0,0,49500,2052856
SE,SWEDEN,0,0,252050,20205012
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22550,2153428
AE,UNITED ARAB EMIRATES,39000,1975492,850200,43886843
GB,UNITED KINGDOM,0,0,11000,1098255
US,UNITED STATES,229966,15439730,1591949,108681899
VN,VIETNAM,67500,4610337,701050,48841020
SUM,SUM,757466,47236780,8426164,566201132
