"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'CIF (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,37300,567802
BE,BELGIUM,24750,1477374,49500,2730674
BR,BRAZIL,2750,259381,2750,259381
CN,CHINA,18,638,50092,355356
ID,INDONESIA,0,0,60000,2452328
JP,JAPAN,30500,1709230,132626,7178030
KR,"KOREA,REPUBLIC OF",25350,2228230,102100,8875927
QA,QATAR,0,0,408000,15421735
SA,SAUDI ARABIA,262800,11008238,2234100,84290807
ES,SPAIN,30,19522,30,19522
CH,SWITZERLAND,0,0,0,709
TW,"TAIWAN, PROVINCE OF CHINA",6000,974020,438000,17336210
AE,UNITED ARAB EMIRATES,2750,134367,2750,134367
US,UNITED STATES,2,13025,218,79039
SUM,SUM,354950,17824025,3517466,139701887
