"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2018', 'Quantity')","('Jul 2018', 'CIF (Baht)')","('Jan - Jul 2018', 'Quantity')","('Jan - Jul 2018', 'CIF (Baht)')"
CN,CHINA,2600,262768,72825,6507227
IT,ITALY,0,0,200,20166
JP,JAPAN,310500,24854540,890050,69145122
KR,"KOREA,REPUBLIC OF",24200,1717229,1548600,89562165
MY,MALAYSIA,0,0,10000,593208
SE,SWEDEN,0,0,20000,1466597
AE,UNITED ARAB EMIRATES,2686,212887,1632186,83415229
US,UNITED STATES,195176,10949210,2630168,137403680
VN,VIETNAM,28986,1713031,258386,14805050
SUM,SUM,564148,39709665,7062415,402918444
