"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2012', 'Quantity')","('Mar 2012', 'CIF (Baht)')","('Jan - Mar 2012', 'Quantity')","('Jan - Mar 2012', 'CIF (Baht)')"
AT,AUSTRIA,0,0,12,104746
BE,BELGIUM,38500,1970060,173250,9033726
BR,BRAZIL,250,82801,250,82801
CA,CANADA,96600,3757308,264800,10201763
CN,CHINA,396095,23709469,1277595,73459877
DK,DENMARK,30,17759,359,195350
FI,FINLAND,148500,8566587,272250,16120595
FR,FRANCE,1,11620,1,11620
DE,GERMANY,46915,5076299,110925,11115559
HK,HONG KONG,62000,6240503,289000,28627150
ID,INDONESIA,1075,548236,74997,3935915
JP,JAPAN,800538,55505759,2059455,154766196
KR,"KOREA,REPUBLIC OF",235611,13072974,730861,40103864
KW,KUWAIT,470250,18035726,1608750,60914247
MY,MALAYSIA,2406214,107878469,9140915,419666970
NL,NETHERLANDS,5500,463435,8250,707600
NO,NORWAY,0,0,49500,2800662
QA,QATAR,102000,4350044,382500,16994169
SA,SAUDI ARABIA,1664100,69303203,5144200,213147852
SG,SINGAPORE,1886055,87818647,5880115,273536383
ES,SPAIN,40000,3400390,40000,3400390
CH,SWITZERLAND,1200,274990,5520,1736744
TW,"TAIWAN, PROVINCE OF CHINA",6200,811237,30800,2428784
AE,UNITED ARAB EMIRATES,0,0,346500,14464671
GB,UNITED KINGDOM,6220,603579,6520,678933
US,UNITED STATES,787327,38996930,1573439,79303992
VN,VIETNAM,0,0,11000,650030
SUM,SUM,9201181,450496025,29481764,1438190589
