"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2012', 'Quantity')","('Oct 2012', 'CIF (Baht)')","('Jan - Oct 2012', 'Quantity')","('Jan - Oct 2012', 'CIF (Baht)')"
CN,CHINA,342,28055,374,42209
FR,FRANCE,0,0,2000,231900
DE,GERMANY,4440,526304,4440,526304
HK,HONG KONG,0,0,1525,152812
IE,IRELAND,0,0,0,5000
JP,JAPAN,0,1500,6775,1422578
KR,"KOREA,REPUBLIC OF",0,10000,70,45069
RO,ROMANIA,0,0,3000,338401
SA,SAUDI ARABIA,0,0,74250,3189524
SG,SINGAPORE,123750,5783895,130750,6592194
AE,UNITED ARAB EMIRATES,0,0,52000,2539708
US,UNITED STATES,0,0,169500,7932912
SUM,SUM,128532,6349754,444684,23018611
