"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2022', 'Quantity')","('Oct 2022', 'CIF (Baht)')","('Jan - Oct 2022', 'Quantity')","('Jan - Oct 2022', 'CIF (Baht)')"
CN,CHINA,34300,3952741,109475,11117154
IN,INDIA,0,0,40,7950
IT,ITALY,600,81578,10345,2104863
JP,JAPAN,0,0,10,219173
KR,"KOREA,REPUBLIC OF",122000,10391954,650100,66486574
MY,MALAYSIA,0,0,6875,1788909
SG,SINGAPORE,0,0,2890,493836
US,UNITED STATES,0,0,14996,2500479
VN,VIETNAM,0,0,1560,295969
SUM,SUM,156900,14426273,796291,85014907
