"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'CIF (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'CIF (Baht)')"
BR,BRAZIL,0,0,2040,319519
CN,CHINA,200,49390,53701,3078516
FR,FRANCE,0,0,14502,2092998
DE,GERMANY,775,242872,5326,1122701
IN,INDIA,59501,2218154,275101,9897724
IT,ITALY,0,0,525,126271
JP,JAPAN,108500,5423116,357514,18491285
KR,"KOREA,REPUBLIC OF",296820,14194339,1566422,68362747
MY,MALAYSIA,19530,987214,39194,1931257
NL,NETHERLANDS,2,21465,2,21465
US,UNITED STATES,1524,188317,10604,1554952
SUM,SUM,486852,23324867,2324931,106999435
