"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'CIF (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'CIF (Baht)')"
AU,AUSTRALIA,32500,1938093,257859,16609670
BE,BELGIUM,98150,6976739,771600,57397459
BR,BRAZIL,0,0,500,75073
CN,CHINA,505013,36019401,3839581,275286945
FI,FINLAND,23375,1766665,172062,12409211
FR,FRANCE,80237,6114582,324737,25501485
DE,GERMANY,9025,2757340,130046,22581388
HK,HONG KONG,190,50221,415,75967
IN,INDIA,2053,238442,130053,6728078
ID,INDONESIA,15235,2386537,88490,10898268
IL,ISRAEL,0,0,7250,705313
IT,ITALY,5200,867885,25593,4422597
JP,JAPAN,980944,89181194,6172606,530749394
KP,KOREA DPR,0,0,48208,3239027
KR,"KOREA,REPUBLIC OF",1909222,120610737,13932366,879688831
MY,MALAYSIA,104501,12867055,578843,84039755
MX,MEXICO,0,0,60,83519
NL,NETHERLANDS,167500,15345075,719760,63821197
NZ,NEW ZEALAND,0,0,2976,406329
PH,PHILIPPINES,9525,911809,9525,911809
PT,PORTUGAL,0,0,47,31619
SA,SAUDI ARABIA,5083739,261417856,28891019,1466494174
SG,SINGAPORE,1828815,111455712,9428439,577633144
SK,SLOVAKIA,0,0,2000,493831
ZA,SOUTH AFRICA,0,0,297000,15017904
ES,SPAIN,0,0,55021,6795502
TW,"TAIWAN, PROVINCE OF CHINA",122835,8206480,1739880,84352343
TH,THAILAND,16252,622149,79302,4332784
AE,UNITED ARAB EMIRATES,42725,2330692,594300,30556171
GB,UNITED KINGDOM,0,0,152,204254
US,UNITED STATES,47026,4964827,1257916,74572858
VN,VIETNAM,5294,678791,28034,3956571
SUM,SUM,11089356,687708282,69585640,4260072470
