"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'CIF (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'CIF (Baht)')"
BE,BELGIUM,12756,1637482,496181,35247756
BR,BRAZIL,0,0,1000,151504
CA,CANADA,0,0,17000,1444561
CN,CHINA,3024,284918,169116,9739120
FR,FRANCE,22000,2079030,33000,3012862
DE,GERMANY,0,0,42102,4127432
HK,HONG KONG,3850,260954,15950,1080777
ID,INDONESIA,0,0,288,1758
IT,ITALY,34185,5100104,107545,16155633
JP,JAPAN,71880,6286836,900855,67842624
KR,"KOREA,REPUBLIC OF",241402,15088231,1108923,70071078
MY,MALAYSIA,129944,4806810,849312,40706399
NL,NETHERLANDS,0,0,2750,293198
SG,SINGAPORE,15000,664768,74906,4087865
ES,SPAIN,0,0,29,6676
TW,"TAIWAN, PROVINCE OF CHINA",86503,6528454,709118,46195213
TH,THAILAND,0,0,40647,2465512
TR,TÜRKIYE,0,0,290,32829
GB,UNITED KINGDOM,75,24241,240,37752
US,UNITED STATES,76240,7889629,284445,34841790
VN,VIETNAM,56010,1239196,405997,7309897
SUM,SUM,752869,51890653,5259694,344852236
