"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
AU,AUSTRALIA,1000,79041,9342,802661
AT,AUSTRIA,0,0,4125,325745
BE,BELGIUM,0,0,74255,4535841
BR,BRAZIL,1608750,77295161,5024250,244014576
CA,CANADA,10,7077,10,7077
CN,CHINA,25110,1960334,76966,5227922
DK,DENMARK,0,2382,0,2382
FI,FINLAND,99000,5703640,273500,15589550
FR,FRANCE,0,2349,0,2349
DE,GERMANY,483709,31396405,1306856,87663283
IN,INDIA,0,0,102,16975
ID,INDONESIA,2500,830639,5000,1584769
IL,ISRAEL,19800,1741413,19800,1741413
IT,ITALY,0,0,121,20560
JP,JAPAN,215098,17016735,755362,66965260
KR,"KOREA,REPUBLIC OF",243000,13436842,1414250,74116112
KW,KUWAIT,99000,3946577,1262250,48570004
LU,LUXEMBOURG,0,0,1175,224376
MY,MALAYSIA,4655870,193983782,18631446,770766467
NL,NETHERLANDS,206371,11797829,1082086,64823441
NZ,NEW ZEALAND,0,0,1,691
NO,NORWAY,0,0,35110,2121306
QA,QATAR,1020000,40858906,3264000,131859618
SA,SAUDI ARABIA,1806300,73141146,9368500,379569721
SG,SINGAPORE,1817990,80883710,8806692,398308620
SE,SWEDEN,0,0,9625,501647
CH,SWITZERLAND,3600,516853,53460,3593984
TW,"TAIWAN, PROVINCE OF CHINA",900,142439,53754,1255119
TH,THAILAND,0,0,72025,3651915
AE,UNITED ARAB EMIRATES,216990,6582109,608210,20493321
GB,UNITED KINGDOM,3100,583841,8780,1496061
US,UNITED STATES,177683,12559046,504862,37124340
VN,VIETNAM,0,0,12400,1337430
SUM,SUM,12705781,574468256,52738315,2368314536
