"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2021', 'Quantity')","('Feb 2021', 'CIF (Baht)')","('Jan - Feb 2021', 'Quantity')","('Jan - Feb 2021', 'CIF (Baht)')"
AU,AUSTRALIA,1250,69089,1250,69089
AT,AUSTRIA,45000,2363266,45050,2400488
BE,BELGIUM,303960,12308695,407570,16524196
CN,CHINA,163879,9727753,291130,17097492
FR,FRANCE,11300,537162,11500,573404
DE,GERMANY,23142,2034422,128902,8927197
IN,INDIA,125,30517,127,30770
ID,INDONESIA,23000,2071877,54850,4932808
IT,ITALY,0,0,2750,181134
JP,JAPAN,1138703,79849544,2119316,134985002
KR,"KOREA,REPUBLIC OF",2250300,90013799,4801800,191221293
MY,MALAYSIA,153500,13400219,177200,15610199
NL,NETHERLANDS,262475,13695060,325725,18028745
SA,SAUDI ARABIA,247500,9166975,693000,25546263
SG,SINGAPORE,4247303,184839532,8262295,351742093
TW,"TAIWAN, PROVINCE OF CHINA",79780,4284072,110880,5635291
AE,UNITED ARAB EMIRATES,910750,34173655,1196975,44621932
US,UNITED STATES,4329,1126613,5756,1619668
VN,VIETNAM,0,0,125000,4580224
SUM,SUM,9866296,459692250,18761076,844327288
