"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2019', 'Quantity')","('Nov 2019', 'CIF (Baht)')","('Jan - Nov 2019', 'Quantity')","('Jan - Nov 2019', 'CIF (Baht)')"
BR,BRAZIL,0,0,275,35400
CN,CHINA,0,0,60178,997266
DE,GERMANY,0,0,6520,12867860
HK,HONG KONG,3,1863,3,1863
IN,INDIA,0,0,52049,1755932
JP,JAPAN,122326,4980375,917537,27836049
KR,"KOREA,REPUBLIC OF",0,0,70000,2548181
MY,MALAYSIA,0,0,1400,549489
NL,NETHERLANDS,0,0,3,2064
NO,NORWAY,0,0,54,21430
PH,PHILIPPINES,0,0,13,2530
SA,SAUDI ARABIA,46350,1472520,1952100,65736412
CH,SWITZERLAND,0,0,1,784
TW,"TAIWAN, PROVINCE OF CHINA",18550,1124919,36636,2072971
UA,UKRAINE,0,0,5,1974
GB,UNITED KINGDOM,0,0,2,1043
US,UNITED STATES,0,0,72007,5488429
SUM,SUM,187229,7579677,3168783,119919677
