"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
BD,BANGLADESH,0,0,22,6590
BE,BELGIUM,5500,489293,13300,1039481
CN,CHINA,0,0,57823,4507841
FR,FRANCE,0,0,25,25328
IT,ITALY,375,126505,600,202153
KR,"KOREA,REPUBLIC OF",88650,9073321,1381000,108089613
MY,MALAYSIA,0,0,13750,1671746
SG,SINGAPORE,0,0,8780,9350204
GB,UNITED KINGDOM,0,0,48150,3689472
US,UNITED STATES,0,0,12701,1520103
VN,VIETNAM,0,0,5680,580931
SUM,SUM,94525,9689119,1541831,130683462
