"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'CIF (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,5000,403058
AT,AUSTRIA,2750,309830,2750,309830
BD,BANGLADESH,0,0,50,1524
BE,BELGIUM,85000,5245858,355913,18774606
BR,BRAZIL,0,0,1100,174991
CA,CANADA,10000,779714,27000,1793445
CN,CHINA,38460,1406345,384463,18882853
FR,FRANCE,0,0,49500,2763935
DE,GERMANY,0,0,2015,361865
HK,HONG KONG,6,8808,6,8808
IN,INDIA,0,0,3700,5955686
IT,ITALY,0,0,42850,4265978
JP,JAPAN,349020,25973727,1867985,120476699
KR,"KOREA,REPUBLIC OF",1591676,124599129,7334156,496570476
MY,MALAYSIA,41975,2018446,138301,10589183
PT,PORTUGAL,0,0,29376,3306041
QA,QATAR,0,0,34000,1466403
SA,SAUDI ARABIA,99000,7968178,198000,14871019
SG,SINGAPORE,49500,3460031,155050,9524509
ES,SPAIN,0,0,29,13636
TW,"TAIWAN, PROVINCE OF CHINA",1249003,98514458,5004676,377018801
US,UNITED STATES,73473,4976724,348528,21327449
VN,VIETNAM,0,0,19725,602732
SUM,SUM,3589863,275261248,16004173,1109463527
