"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2019', 'Quantity')","('Apr 2019', 'CIF (Baht)')","('Jan - Apr 2019', 'Quantity')","('Jan - Apr 2019', 'CIF (Baht)')"
CN,CHINA,25700,1016328,25732,1032034
FR,FRANCE,1000,200209,3000,613532
HK,HONG KONG,0,0,24,12784
IN,INDIA,0,0,18,1954
IL,ISRAEL,0,0,24000,1687735
JP,JAPAN,25055,3242874,114704,13119110
KR,"KOREA,REPUBLIC OF",44000,3059330,550000,40490093
MY,MALAYSIA,0,0,2,323
PA,PANAMA,0,0,2,11466
QA,QATAR,17000,563083,51000,1712582
TW,"TAIWAN, PROVINCE OF CHINA",0,0,354,159625
GB,UNITED KINGDOM,0,0,7,4340
US,UNITED STATES,0,0,19,34302
SUM,SUM,112755,8081824,768862,58879880
