"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2019', 'Quantity')","('Apr 2019', 'CIF (Baht)')","('Jan - Apr 2019', 'Quantity')","('Jan - Apr 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1110,151630
AT,AUSTRIA,145,149951,1405,561632
CN,CHINA,1203170,54568982,5045225,241505687
HR,CROATIA,0,0,200,55094
CZ,CZECH REPUBLIC,0,0,202,28715
FI,FINLAND,0,0,46750,2792314
FR,FRANCE,0,0,360,88413
DE,GERMANY,55,30016,2285,308483
HK,HONG KONG,0,0,60,15700
IN,INDIA,67520,1489630,168874,3713908
ID,INDONESIA,63550,5417211,162590,15043291
IL,ISRAEL,10000,748442,10000,748442
IT,ITALY,12000,979385,37075,3191731
JP,JAPAN,758950,53300518,3488299,228247876
KR,"KOREA,REPUBLIC OF",1436899,72657790,6848752,339717692
MY,MALAYSIA,52676,6737471,244887,23941991
NL,NETHERLANDS,162910,9131752,261910,17969286
OM,OMAN,99000,3421017,445500,15126260
PH,PHILIPPINES,304000,11618370,304000,11618370
SA,SAUDI ARABIA,2177450,77124048,9309335,332164638
SG,SINGAPORE,764620,37350340,2328339,124338212
ZA,SOUTH AFRICA,74250,2561385,272250,10508025
ES,SPAIN,0,0,11000,907475
TW,"TAIWAN, PROVINCE OF CHINA",331000,14487070,1275512,58883895
TH,THAILAND,0,0,24830,280764
AE,UNITED ARAB EMIRATES,159500,5753328,832700,30576511
US,UNITED STATES,19236,1642680,49841,5684475
VN,VIETNAM,2153,403007,75320,4688576
SUM,SUM,7699084,359572393,31248611,1472859086
