"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'CIF (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'CIF (Baht)')"
BR,BRAZIL,161,106925,161,106925
CN,CHINA,10000,456914,283355,13991014
FR,FRANCE,0,0,11184,1826221
HK,HONG KONG,0,0,32,40931
IT,ITALY,0,0,34387,5334401
JP,JAPAN,2,1303,73492,993981
KR,"KOREA,REPUBLIC OF",0,0,37550,2697825
MY,MALAYSIA,0,0,6000,443517
NL,NETHERLANDS,0,0,57,52554
SG,SINGAPORE,24750,843714,24761,854499
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,132
AE,UNITED ARAB EMIRATES,26000,911382,42900,2714883
GB,UNITED KINGDOM,0,0,62,48627
US,UNITED STATES,0,0,18416,2073282
SUM,SUM,60913,2320238,532358,31178792
