"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2018', 'Quantity')","('Aug 2018', 'CIF (Baht)')","('Jan - Aug 2018', 'Quantity')","('Jan - Aug 2018', 'CIF (Baht)')"
CN,CHINA,10000,847194,82825,7354421
DE,GERMANY,90000,5014687,90000,5014687
IT,ITALY,0,0,200,20166
JP,JAPAN,157000,12620550,1047050,81765672
KR,"KOREA,REPUBLIC OF",84750,4878577,1633350,94440742
MY,MALAYSIA,10000,607536,20000,1200744
SE,SWEDEN,0,0,20000,1466597
AE,UNITED ARAB EMIRATES,444700,23159155,2076886,106574384
GB,UNITED KINGDOM,150,8696,150,8696
US,UNITED STATES,39511,2602499,2669679,140006179
VN,VIETNAM,64200,3801352,322586,18606402
SUM,SUM,900311,53540246,7962726,456458690
