"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2013', 'Quantity')","('Apr 2013', 'CIF (Baht)')","('Jan - Apr 2013', 'Quantity')","('Jan - Apr 2013', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2750,207213
BE,BELGIUM,0,0,77,43197
JP,JAPAN,322,105307,344,132904
KR,"KOREA,REPUBLIC OF",0,0,44000,2111514
NL,NETHERLANDS,0,0,25,8055
QA,QATAR,0,0,76500,3176243
SA,SAUDI ARABIA,74250,3419239,205250,9002906
SK,SLOVAKIA,0,0,5,3733
AE,UNITED ARAB EMIRATES,0,0,200,39639
US,UNITED STATES,44000,2309118,193550,10721580
SUM,SUM,118572,5833664,522701,25446984
