"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'CIF (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,52108,3075120
AT,AUSTRIA,100,112587,3995,844733
BE,BELGIUM,198000,9947391,2076699,103342156
CA,CANADA,155,71543,502,259961
CN,CHINA,1511623,73217113,18546509,905918819
EG,EGYPT,0,0,50,18964
FI,FINLAND,23375,1488888,233750,14260181
FR,FRANCE,0,0,32250,1130923
DE,GERMANY,10002,2467313,101912,25020815
HK,HONG KONG,0,0,25077,1063234
HU,HUNGARY,0,0,50,20767
IN,INDIA,54000,1361673,2858733,101616353
ID,INDONESIA,48750,4864432,288170,30305045
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,750,71696
IL,ISRAEL,36000,2497895,151000,10618520
IT,ITALY,0,0,67631,6843245
JP,JAPAN,709827,56633775,8412381,571495539
KE,KENYA,0,0,70000,3554662
KR,"KOREA,REPUBLIC OF",3109588,137121693,22854135,1070387113
MY,MALAYSIA,43102,5245315,1065578,99493033
MX,MEXICO,50,36950,1727,425533
NL,NETHERLANDS,148500,12862277,603700,55699611
NZ,NEW ZEALAND,0,0,2190,2379625
RO,ROMANIA,0,0,24,10374
RU,RUSSIAN FEDERATION,0,0,180,91460
SA,SAUDI ARABIA,3827340,151071989,39826935,1539831874
SG,SINGAPORE,1695031,82922255,14458792,710902430
SK,SLOVAKIA,0,0,19400,1201402
ZA,SOUTH AFRICA,0,0,272250,10359936
ES,SPAIN,0,0,38500,3410379
CH,SWITZERLAND,0,0,20,6165
TW,"TAIWAN, PROVINCE OF CHINA",163800,7610208,760186,40381921
TH,THAILAND,17000,791298,188200,10218033
TR,TÜRKIYE,0,0,910,125654
UA,UKRAINE,0,0,47050,1961097
AE,UNITED ARAB EMIRATES,129250,5201747,2921125,115425945
GB,UNITED KINGDOM,0,0,300,36885
US,UNITED STATES,50824,5706416,857513,62630213
VN,VIETNAM,8127,709336,1090248,48394197
SUM,SUM,11784444,561942094,117930530,5552833613
