"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'CIF (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'CIF (Baht)')"
CN,CHINA,581,44294,129492,10383212
HK,HONG KONG,0,0,5,2589
IT,ITALY,0,0,450,45005
JP,JAPAN,0,0,139,159436
KR,"KOREA,REPUBLIC OF",44000,1696189,1294068,74040158
MY,MALAYSIA,30000,1755986,70975,4883062
QA,QATAR,17000,514264,51000,1483624
SG,SINGAPORE,0,0,27975,6528239
TW,"TAIWAN, PROVINCE OF CHINA",0,0,27,7946
US,UNITED STATES,0,0,83824,9434513
VN,VIETNAM,0,0,1560,107696
SUM,SUM,91581,4010733,1659515,107075480
