"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2015', 'Quantity')","('Jul 2015', 'CIF (Baht)')","('Jan - Jul 2015', 'Quantity')","('Jan - Jul 2015', 'CIF (Baht)')"
BE,BELGIUM,123750,6160468,445566,21617497
CN,CHINA,88000,6833060,618014,43003961
DE,GERMANY,0,0,200,8731
ID,INDONESIA,11850,1010339,145585,12009673
IL,ISRAEL,0,0,12066,1059075
JP,JAPAN,994320,59370870,4567884,258771353
KR,"KOREA,REPUBLIC OF",14000,733872,284875,14483934
KW,KUWAIT,148500,6779864,1014750,42032144
MY,MALAYSIA,1464000,72575885,11421410,508791174
NL,NETHERLANDS,0,0,148500,7536184
PH,PHILIPPINES,0,0,23375,998027
QA,QATAR,204000,9244761,1326000,56331225
SA,SAUDI ARABIA,2326500,107030559,16632000,704752373
SG,SINGAPORE,265375,13865931,1410460,67646286
ES,SPAIN,49500,2763242,240750,13562606
TW,"TAIWAN, PROVINCE OF CHINA",0,0,12000,1376940
TH,THAILAND,0,0,25,4101
AE,UNITED ARAB EMIRATES,321750,14714814,3737050,156226001
US,UNITED STATES,136210,9533007,791676,55702304
VN,VIETNAM,0,0,29,3770
SUM,SUM,6147755,310616672,42832215,1965917359
