"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'CIF (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,100,28405
BE,BELGIUM,97975,5515678,336426,18656013
BR,BRAZIL,0,0,17000,880105
CA,CANADA,0,0,12000,638477
CN,CHINA,48697,3146265,186602,9954722
FR,FRANCE,0,0,11000,858174
DE,GERMANY,0,0,88500,7756143
HK,HONG KONG,0,0,244,24657
ID,INDONESIA,18653,2036404,28879,2850696
IT,ITALY,10635,1425461,25435,3268080
JP,JAPAN,107255,8461197,438306,35623685
KR,"KOREA,REPUBLIC OF",146400,7494847,755150,37361183
MY,MALAYSIA,168560,7417289,991104,40960643
MX,MEXICO,0,0,17800,2168116
NL,NETHERLANDS,0,0,1,1487
SG,SINGAPORE,0,0,43550,1833009
SE,SWEDEN,0,0,0,5481
CH,SWITZERLAND,0,0,20000,2228919
TW,"TAIWAN, PROVINCE OF CHINA",84000,4621018,567775,32306896
GB,UNITED KINGDOM,0,0,150,62821
US,UNITED STATES,23900,2162085,81930,7715536
VN,VIETNAM,84540,1523498,308410,5722589
SUM,SUM,790615,43803742,3930362,210905837
