"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'CIF (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,60000,3467847
CN,CHINA,10500,538326,404181,22842683
FR,FRANCE,0,0,22000,3335126
IT,ITALY,0,0,13750,2546741
JP,JAPAN,20,5500,90625,9368067
KR,"KOREA,REPUBLIC OF",0,0,36000,2758821
MY,MALAYSIA,0,0,2,651
NZ,NEW ZEALAND,0,0,3,2311
QA,QATAR,0,0,100,62100
SG,SINGAPORE,222750,8623639,709000,27195223
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1,232
TH,THAILAND,0,0,52000,1426349
AE,UNITED ARAB EMIRATES,0,0,179400,8119239
US,UNITED STATES,85800,11912472,135800,18785797
SUM,SUM,319070,21079937,1702862,99911187
