"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2020', 'Quantity')","('Oct 2020', 'CIF (Baht)')","('Jan - Oct 2020', 'Quantity')","('Jan - Oct 2020', 'CIF (Baht)')"
BE,BELGIUM,0,0,7,2851
CN,CHINA,0,0,39800,2229379
FR,FRANCE,111420,4121771,403053,16507769
DE,GERMANY,700,125947,5604,964137
IN,INDIA,118370,3258077,342350,10953091
IT,ITALY,0,0,1125,248530
JP,JAPAN,25840,1204127,379583,21210340
KR,"KOREA,REPUBLIC OF",166890,7567647,1840570,84756017
MX,MEXICO,825,344154,825,344154
NL,NETHERLANDS,0,0,0,16835
RU,RUSSIAN FEDERATION,0,0,24750,3888565
SG,SINGAPORE,8,2717,8,2717
US,UNITED STATES,175,32713,2575,988953
VN,VIETNAM,1425,149904,1425,149904
SUM,SUM,425653,16807057,3041675,142263242
