"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'CIF (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,11000,787885
AT,AUSTRIA,29928,2096797,88678,6273463
BE,BELGIUM,36000,2991459,60000,5496890
CN,CHINA,136220,9720510,219095,15962946
FI,FINLAND,0,0,8000,941149
IN,INDIA,0,0,264000,17607190
IT,ITALY,0,0,12375,3070759
JP,JAPAN,241200,19321644,467200,38707386
KR,"KOREA,REPUBLIC OF",157200,10790604,1662050,116857629
MY,MALAYSIA,10000,648475,95000,6279745
SA,SAUDI ARABIA,0,0,49500,2552631
SG,SINGAPORE,0,0,1,849
SE,SWEDEN,0,0,232575,18363424
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22150,2029612
AE,UNITED ARAB EMIRATES,37700,2053743,361400,19464556
US,UNITED STATES,165104,12381078,716290,50938888
VN,VIETNAM,44750,3225624,280000,19933227
SUM,SUM,858102,63229934,4549314,325268229
