"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'CIF (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'CIF (Baht)')"
BD,BANGLADESH,20,5030,20,5030
BE,BELGIUM,157400,9937215,285385,17327285
BR,BRAZIL,1100,196568,1100,196568
CA,CANADA,0,0,17000,1359948
CN,CHINA,72833,4803579,210223,13306163
DE,GERMANY,20,5455,40,18352
ID,INDONESIA,1640,90228,1640,90228
IT,ITALY,0,0,23550,3158434
JP,JAPAN,160981,9954589,474393,30774145
KR,"KOREA,REPUBLIC OF",104017,5180282,348717,18501104
MY,MALAYSIA,83270,4473373,331028,15205615
MX,MEXICO,0,0,8761,1716912
SA,SAUDI ARABIA,346500,14494764,668250,29250961
SG,SINGAPORE,0,0,800,129987
CH,SWITZERLAND,0,0,20000,2567320
TW,"TAIWAN, PROVINCE OF CHINA",103716,6322756,185166,12882916
GB,UNITED KINGDOM,0,0,400,249596
US,UNITED STATES,170200,9669626,331725,20209090
VN,VIETNAM,27260,344959,116020,1762508
SUM,SUM,1228957,65478424,3024218,168712162
