"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2019', 'Quantity')","('Feb 2019', 'CIF (Baht)')","('Jan - Feb 2019', 'Quantity')","('Jan - Feb 2019', 'CIF (Baht)')"
AT,AUSTRIA,0,0,100,169372
BE,BELGIUM,0,0,200,203836
BZ,BELIZE,0,0,382,139002
BR,BRAZIL,1146,413839,1146,413839
CA,CANADA,12,73535,15,104696
CN,CHINA,70339,3950625,204344,10877501
DK,DENMARK,1,6440,2,13283
SZ,ESWATINI,0,0,500,98181
FR,FRANCE,5013,425618,50599,3323720
DE,GERMANY,680,123856,10605,2582804
HK,HONG KONG,8000,2048941,16100,4181097
IN,INDIA,11,1585,5086,606397
ID,INDONESIA,23100,2038671,23100,2038671
IT,ITALY,0,0,4560,694005
JP,JAPAN,169930,29127840,277238,48418018
KR,"KOREA,REPUBLIC OF",344775,20529646,666614,38949919
MY,MALAYSIA,102200,8385541,220400,18706455
NL,NETHERLANDS,40173,3336063,200173,17086316
NO,NORWAY,0,0,1,697
SA,SAUDI ARABIA,222750,8151580,618750,23790459
SG,SINGAPORE,62796,4955657,105086,9269164
TW,"TAIWAN, PROVINCE OF CHINA",25000,2427536,128000,9506752
AE,UNITED ARAB EMIRATES,445500,17580416,866250,34810659
GB,UNITED KINGDOM,5200,572437,15600,1726725
US,UNITED STATES,195728,16638418,295226,29749529
VN,VIETNAM,4000,322523,13001,1073385
SUM,SUM,1726354,121110767,3723078,258534482
