"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2016', 'Quantity')","('Sept 2016', 'CIF (Baht)')","('Jan - Sept 2016', 'Quantity')","('Jan - Sept 2016', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,3172,186296
BD,BANGLADESH,50,7898,95,17015
BE,BELGIUM,70725,5401147,1106227,75852412
BR,BRAZIL,0,0,1100,196568
CA,CANADA,0,0,25000,1925143
CN,CHINA,50046,2981761,524685,32523568
FR,FRANCE,0,0,11000,579968
DE,GERMANY,107,38764,11713,1138539
HK,HONG KONG,0,0,1270,72452
IN,INDIA,0,0,10,14073
ID,INDONESIA,0,0,5440,268410
IT,ITALY,0,0,43080,5629831
JP,JAPAN,204041,13663281,1735373,111186886
KE,KENYA,0,0,16000,846402
KR,"KOREA,REPUBLIC OF",172025,8553615,1600081,81881383
MY,MALAYSIA,149475,5677997,961686,43931061
MX,MEXICO,0,0,8761,1716912
SA,SAUDI ARABIA,123750,5340412,1980000,88360836
SG,SINGAPORE,1600,251064,10675,1253881
CH,SWITZERLAND,0,0,20000,2567320
TW,"TAIWAN, PROVINCE OF CHINA",60754,4000017,714961,46014424
GB,UNITED KINGDOM,0,0,425,272420
US,UNITED STATES,43475,2378570,1141078,66578659
VN,VIETNAM,129270,1298324,651210,8597390
SUM,SUM,1005318,49592850,10573042,571611849
