"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2018', 'Quantity')","('Jul 2018', 'CIF (Baht)')","('Jan - Jul 2018', 'Quantity')","('Jan - Jul 2018', 'CIF (Baht)')"
BE,BELGIUM,48000,4904811,144000,14392463
DE,GERMANY,0,0,74250,3936201
ID,INDONESIA,50,18980,50,18980
JP,JAPAN,6000,426695,19950,1862195
KR,"KOREA,REPUBLIC OF",440000,22739906,1273900,69908709
SG,SINGAPORE,703400,33935458,6341010,290924956
AE,UNITED ARAB EMIRATES,74100,3851342,186550,9362659
GB,UNITED KINGDOM,1350,170080,1350,170080
US,UNITED STATES,38826,3218214,588799,36200199
SUM,SUM,1311726,69265486,8629859,426776442
