"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2019', 'Quantity')","('Feb 2019', 'CIF (Baht)')","('Jan - Feb 2019', 'Quantity')","('Jan - Feb 2019', 'CIF (Baht)')"
AU,AUSTRALIA,22500,813086,22500,813086
BD,BANGLADESH,0,0,100,16769
BE,BELGIUM,86500,3841907,139525,6477489
CA,CANADA,0,0,17000,1379910
CN,CHINA,275586,8589579,412050,12972919
IT,ITALY,12375,1510483,57355,4894014
JP,JAPAN,233325,14846872,460601,28831756
KR,"KOREA,REPUBLIC OF",1412600,67345395,2970400,145554703
MY,MALAYSIA,33136,2546201,62736,4489832
SA,SAUDI ARABIA,272250,9465918,668250,28484041
SG,SINGAPORE,240000,12220927,240000,12220927
TW,"TAIWAN, PROVINCE OF CHINA",1503000,71174793,1691504,80836580
US,UNITED STATES,92075,5986167,159637,13443280
VN,VIETNAM,0,0,3480,218065
SUM,SUM,4183347,198341328,6905138,340633371
