"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'CIF (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'CIF (Baht)')"
AU,AUSTRALIA,106,40475,1106,233947
AT,AUSTRIA,286250,17882083,398750,24538384
BE,BELGIUM,115500,6438408,319025,19926934
BR,BRAZIL,100,44325,2143,345728
CA,CANADA,4000,595338,4000,595338
CN,CHINA,85505,8150190,280061,25773583
FR,FRANCE,148550,8291484,728300,39572674
DE,GERMANY,58780,4335574,202276,16130616
IN,INDIA,108,25375,205,44349
ID,INDONESIA,0,0,20112,2083436
IT,ITALY,0,0,6875,615768
JP,JAPAN,852739,56634988,4082904,281694757
KR,"KOREA,REPUBLIC OF",707175,33598333,2627586,131994842
MY,MALAYSIA,20,2300,121832,5424429
NL,NETHERLANDS,121000,8381555,357112,24872633
NO,NORWAY,5,1720,5,1720
SA,SAUDI ARABIA,173250,7029302,1089010,45914421
SG,SINGAPORE,4751800,216888034,21821545,978519406
ES,SPAIN,0,0,3,1663
SE,SWEDEN,0,0,108,175410
TW,"TAIWAN, PROVINCE OF CHINA",304500,14275681,1209214,55951943
AE,UNITED ARAB EMIRATES,123750,5265286,1432750,60174647
US,UNITED STATES,10854,1872844,160333,16404204
SUM,SUM,7743992,389753295,34865255,1730990832
