"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
AU,AUSTRALIA,1250,170286,98354,4490751
AT,AUSTRIA,410,67814,410,67814
BE,BELGIUM,112020,6816604,712410,41083605
BR,BRAZIL,0,0,5500,409351
CA,CANADA,0,0,20956,1497645
CN,CHINA,82852,5250007,435092,22365399
FR,FRANCE,0,0,61925,5183085
DE,GERMANY,2600,1109419,300265,78276193
IN,INDIA,0,0,4691,403635
ID,INDONESIA,210000,10711650,431740,20900098
IT,ITALY,0,0,52250,3626386
JP,JAPAN,1941422,125862067,16104446,917162818
KR,"KOREA,REPUBLIC OF",54150,2777699,224440,11216398
KW,KUWAIT,668250,30791915,5420250,234805237
LU,LUXEMBOURG,0,0,600,144530
MY,MALAYSIA,85450,4164689,4000475,178697689
NL,NETHERLANDS,0,0,700,184375
NZ,NEW ZEALAND,0,0,75,35653
PL,POLAND,4,1968,4,1968
QA,QATAR,3450600,172712656,27784079,1291841476
RU,RUSSIAN FEDERATION,0,0,1272,133017
SA,SAUDI ARABIA,2626750,123775605,20496000,908586794
SG,SINGAPORE,1672190,80842134,13213356,607962838
ES,SPAIN,0,0,375,97299
SE,SWEDEN,0,0,22000,1633724
TW,"TAIWAN, PROVINCE OF CHINA",17115,648255,243490,11382453
TH,THAILAND,0,0,215322,9461112
AE,UNITED ARAB EMIRATES,618850,29782331,6888800,299349700
GB,UNITED KINGDOM,0,0,9999,2072329
US,UNITED STATES,8804,1051165,2231354,107492570
VN,VIETNAM,0,0,200,17392
SUM,SUM,11552717,596536264,98980830,4760583334
