"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2019', 'Quantity')","('May 2019', 'CIF (Baht)')","('Jan - May 2019', 'Quantity')","('Jan - May 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,32275,1668981
BD,BANGLADESH,150,25527,250,42296
BE,BELGIUM,12750,1322390,276325,14648788
CA,CANADA,0,0,17000,1379910
CN,CHINA,119463,4895835,975584,34519915
DE,GERMANY,0,0,42,31079
IN,INDIA,0,0,3650,6301833
IT,ITALY,63750,5759610,158605,14124607
JP,JAPAN,158406,9671791,967467,58273637
KR,"KOREA,REPUBLIC OF",241205,12116694,5810755,282486392
MY,MALAYSIA,17121,1698592,173184,13097345
PT,PORTUGAL,6048,700115,6048,700115
SA,SAUDI ARABIA,321750,12677738,1410750,57061239
SG,SINGAPORE,42975,1573895,282975,13794855
ES,SPAIN,5,12335,5,12335
TW,"TAIWAN, PROVINCE OF CHINA",782115,40808905,3603119,175978832
GB,UNITED KINGDOM,225,57682,225,57682
US,UNITED STATES,94424,6343437,363561,29073158
VN,VIETNAM,0,0,21240,471206
SUM,SUM,1860387,97664546,14103060,703724205
