"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'CIF (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'CIF (Baht)')"
CN,CHINA,0,0,52000,4226804
FR,FRANCE,0,0,20145,2595268
DE,GERMANY,1400,265104,4900,923322
IN,INDIA,42800,3002496,71212,4747620
IT,ITALY,18000,2354067,18220,2391827
JP,JAPAN,141000,10465455,501081,35759920
KR,"KOREA,REPUBLIC OF",151350,9927115,1660062,114758468
MY,MALAYSIA,0,0,58690,3866960
NL,NETHERLANDS,0,0,2,3186
RU,RUSSIAN FEDERATION,8250,1584279,16500,2997080
SG,SINGAPORE,0,0,3740,710324
US,UNITED STATES,2376,385854,9381,1567688
SUM,SUM,365176,27984370,2415933,174548467
