"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2018', 'Quantity')","('Sept 2018', 'CIF (Baht)')","('Jan - Sept 2018', 'Quantity')","('Jan - Sept 2018', 'CIF (Baht)')"
AU,AUSTRALIA,999500,41340829,999500,41340829
AT,AUSTRIA,20,24333,4597,1250065
BE,BELGIUM,50,21815,201800,10678038
CA,CANADA,0,0,1011,410475
CN,CHINA,2107985,104684248,16796903,839362270
CZ,CZECH REPUBLIC,1000,143597,2700,656541
EG,EGYPT,0,0,100,46906
FR,FRANCE,0,0,3110,252176
DE,GERMANY,1,2865,50609,10456851
HK,HONG KONG,312,130652,539,179097
IN,INDIA,55075,1259602,470828,12169389
ID,INDONESIA,8753,1226655,283237,27312208
IL,ISRAEL,5000,394933,5000,394933
IT,ITALY,0,0,53950,3051471
JP,JAPAN,775580,61273852,7467924,545632891
KR,"KOREA,REPUBLIC OF",999892,52993703,16737083,807362241
MY,MALAYSIA,48280,6796207,571950,51241540
NL,NETHERLANDS,148500,13669626,992675,88311945
NZ,NEW ZEALAND,0,0,2640,2722024
PH,PHILIPPINES,0,0,304000,12428224
RU,RUSSIAN FEDERATION,0,0,150,29266
SA,SAUDI ARABIA,2152180,93653313,20633879,837717191
SG,SINGAPORE,830983,45685154,8903930,475650271
SK,SLOVAKIA,0,0,19400,1275741
ZA,SOUTH AFRICA,0,0,74250,2856615
ES,SPAIN,0,0,96250,7395111
TW,"TAIWAN, PROVINCE OF CHINA",78127,4149446,1963974,92761258
TH,THAILAND,20132,1262372,190682,10226058
AE,UNITED ARAB EMIRATES,49525,2081640,596875,24371559
GB,UNITED KINGDOM,1700,144192,1700,144192
US,UNITED STATES,22906,1935039,213097,16792404
VN,VIETNAM,0,0,32533,4627416
SUM,SUM,8305501,432874073,77676876,3929107196
