"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2020', 'Quantity')","('Feb 2020', 'CIF (Baht)')","('Jan - Feb 2020', 'Quantity')","('Jan - Feb 2020', 'CIF (Baht)')"
BE,BELGIUM,49500,3935929,128675,9771597
CA,CANADA,500,180877,2000,638970
CN,CHINA,822724,21792598,2195246,89055215
FR,FRANCE,1050,233128,1200,266543
DE,GERMANY,1,428,29254,2742718
HK,HONG KONG,0,0,16,5148
IN,INDIA,2000,357812,2002,357983
ID,INDONESIA,760,50735,760,50735
IT,ITALY,300,5115,300,5115
JP,JAPAN,163830,17117724,468591,49888105
KR,"KOREA,REPUBLIC OF",532146,30015182,1063541,58454811
MY,MALAYSIA,20339,1171400,60826,3367558
NL,NETHERLANDS,0,0,6000,684297
SG,SINGAPORE,954495,37216948,1678615,63886912
ES,SPAIN,0,0,378,100094
TW,"TAIWAN, PROVINCE OF CHINA",4800,500891,22975,1308980
TH,THAILAND,0,0,113450,7300165
AE,UNITED ARAB EMIRATES,63000,2217606,133700,4392674
GB,UNITED KINGDOM,21500,300398,45760,894051
US,UNITED STATES,1257910,50878367,2907355,133757459
VN,VIETNAM,20007,973916,44507,2155030
SUM,SUM,3914862,166949054,8905151,429084160
