"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2014', 'Quantity')","('Mar 2014', 'CIF (Baht)')","('Jan - Mar 2014', 'Quantity')","('Jan - Mar 2014', 'CIF (Baht)')"
AT,AUSTRIA,1375,113436,30750,2212256
BE,BELGIUM,24000,2505431,24000,2505431
CN,CHINA,0,0,27975,2460317
FI,FINLAND,0,0,4000,472687
IN,INDIA,0,0,48000,3024834
JP,JAPAN,0,0,58000,4979090
KR,"KOREA,REPUBLIC OF",173600,12453104,633600,43672669
MY,MALAYSIA,0,0,25000,1616160
SG,SINGAPORE,0,0,1,849
SE,SWEDEN,40250,3775069,166050,13710618
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,998240
AE,UNITED ARAB EMIRATES,13000,704000,198900,10643755
US,UNITED STATES,62525,4644339,334289,21179982
VN,VIETNAM,11000,789471,123000,8705070
SUM,SUM,325750,24984850,1684565,116181958
