"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'CIF (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,8740,852448
AT,AUSTRIA,925,414325,58170,4471120
BE,BELGIUM,3150,497973,168626,13180092
CA,CANADA,101548,5648275,631358,34587466
CN,CHINA,472952,22851215,2751427,129836498
DK,DENMARK,0,0,1,11308
FI,FINLAND,0,0,49500,3315974
FR,FRANCE,0,0,14700,1733192
DE,GERMANY,99673,8615022,725365,59011285
GR,GREECE,0,0,1375,140165
HK,HONG KONG,21,4704,79111,1224486
IN,INDIA,3500,398636,32011,2638161
ID,INDONESIA,7,1139,33,8469
IT,ITALY,0,0,1505,705191
JP,JAPAN,297734,34670598,2585853,294029844
KR,"KOREA,REPUBLIC OF",202220,12604521,1204441,86958170
LU,LUXEMBOURG,0,0,75,15934
MY,MALAYSIA,525,70803,321614,25842539
NL,NETHERLANDS,24750,1789859,51425,3808723
PH,PHILIPPINES,0,0,1500,90648
QA,QATAR,178500,9176300,1581000,80255991
SA,SAUDI ARABIA,24750,1314628,4058550,207413967
SG,SINGAPORE,1689918,100176621,11487885,677190097
ES,SPAIN,22000,738414,22000,738414
LK,SRI LANKA,0,0,1,146
SE,SWEDEN,40000,1929132,60000,2902119
CH,SWITZERLAND,0,0,0,3776
TW,"TAIWAN, PROVINCE OF CHINA",77800,5223914,818279,51232744
TH,THAILAND,3000,433414,12250,1688634
AE,UNITED ARAB EMIRATES,140375,7969620,1695704,91541436
GB,UNITED KINGDOM,120,45766,5020,876559
US,UNITED STATES,1149279,95337770,7766939,618053372
VN,VIETNAM,0,0,74875,6357864
SUM,SUM,4532747,309912649,36269333,2400716832
