"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2018', 'Quantity')","('Jun 2018', 'CIF (Baht)')","('Jan - Jun 2018', 'Quantity')","('Jan - Jun 2018', 'CIF (Baht)')"
BE,BELGIUM,6,2993,148508,6859029
CA,CANADA,6,6022,12,10369
CN,CHINA,22324,1741766,122572,6767806
FR,FRANCE,0,0,7,23893
DE,GERMANY,1,4027,3086,256312
IT,ITALY,0,0,0,1607
JP,JAPAN,4011,215927,37971,2836389
MY,MALAYSIA,1037,160593,2632,709511
SA,SAUDI ARABIA,24750,1026766,145350,6092852
SG,SINGAPORE,0,0,8450,675291
TW,"TAIWAN, PROVINCE OF CHINA",10000,1066029,66102,6686230
TH,THAILAND,25,6377,25,6377
AE,UNITED ARAB EMIRATES,0,0,123750,4991487
GB,UNITED KINGDOM,3,17780,105,67073
US,UNITED STATES,55,170588,1344,658716
VN,VIETNAM,8000,401279,9275,410120
SUM,SUM,70218,4820147,669189,37053062
