"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'CIF (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'CIF (Baht)')"
BE,BELGIUM,0,0,3,1907
CA,CANADA,0,0,20,13309
CN,CHINA,15500,1116604,29710,2273368
FR,FRANCE,37070,2575172,136352,9519394
DE,GERMANY,2100,347417,5258,907813
JP,JAPAN,90252,5139550,732739,40501047
KR,"KOREA,REPUBLIC OF",111980,4784163,1674960,83425684
NL,NETHERLANDS,11000,1187239,11000,1187239
RU,RUSSIAN FEDERATION,8250,1388346,23250,4434735
SG,SINGAPORE,0,0,1,387
US,UNITED STATES,5,5224,339,167132
SUM,SUM,276157,16543715,2613632,142432015
