"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2014', 'Quantity')","('Sept 2014', 'CIF (Baht)')","('Jan - Sept 2014', 'Quantity')","('Jan - Sept 2014', 'CIF (Baht)')"
AU,AUSTRALIA,45200,2592051,505623,30197952
AT,AUSTRIA,0,0,999,1075079
BE,BELGIUM,20100,4230082,103280,21639187
BG,BULGARIA,400,61280,400,61280
CA,CANADA,0,0,37974,6185403
CN,CHINA,212983,12191134,1588661,94639286
CZ,CZECH REPUBLIC,0,0,17,10782
EC,ECUADOR,0,0,2,2012
FR,FRANCE,34072,3221485,241779,21416363
DE,GERMANY,1003,421685,100084,22683576
HK,HONG KONG,3,1866,64,44834
IN,INDIA,32695,770780,70948,4143697
ID,INDONESIA,2000,333333,68051,7062467
IE,IRELAND,100,38810,200,78474
IL,ISRAEL,0,0,9800,1016401
IT,ITALY,1100,162577,17822,3689982
JP,JAPAN,141607,30079155,1222776,282376542
KR,"KOREA,REPUBLIC OF",274195,18712246,2413223,173180328
MY,MALAYSIA,305000,21541036,1397792,119609539
MX,MEXICO,10886,653858,10886,653858
NL,NETHERLANDS,111400,12818324,1214060,138625713
SA,SAUDI ARABIA,99000,5159743,2808500,143516546
SG,SINGAPORE,40850,5022802,808182,96874278
ES,SPAIN,0,0,266000,22236301
CH,SWITZERLAND,0,0,1000,923349
TW,"TAIWAN, PROVINCE OF CHINA",91017,9061393,818314,62106256
TH,THAILAND,0,0,35675,2125437
TR,TÜRKIYE,0,0,250,108745
AE,UNITED ARAB EMIRATES,0,0,127250,6564571
GB,UNITED KINGDOM,500,94085,1552,278649
US,UNITED STATES,60539,9996977,571340,71354334
VN,VIETNAM,6005,1288634,29010,6537955
SUM,SUM,1490655,138453336,14471514,1341019176
